Type,Description,Municipality,Community,Update,ExpiryDate,ContractDate,SoldDate,ListPrice,Sold Price,Taxes,StreetName,StNumber,LSC,Days,perc,Bedroom,BedPlus,Baths,Front,ParkingDriveSpaces,Depth,GarageType,Pool,MLS,RemarksForBrokers,RemarksForClients,Extras,Address,PostalCode,Municipality District,Basement1,Basement2
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/9/2021,4/30/2021,2/1/2021,2/8/2021,"$950,000","$1,240,000","$4,826.20",Cabin Trail,129,Sld,7,131,3,,4,36.09,3,86,Attached,None,N5099858,"No Preemptive Offer! Lock Box For Easy Showings! Please Leave The Lights On.Offers Presentation 7 Pm, Feb 8th,2021.Please Attach Schedule B,Form 801, And 5% Bank Draft With Your Offer.Must Call If Late Or Cancelling.Thank You!","Gorgeous Detached Home In The Heart Of Stouffville.**Original Owner**$$$ Spend In Upgrade. Freshly Painting,Pot Lights(2012), Hardwood Fl Throughout.9' Smooth Ceilings Through-Out Main Fl. Upgraded Kitchen Eat-In W/New Quartz Countertop(2019),Backsplash.Upgrade Baths, Sinks, Faucets. Finished Basement W/Rec Rm & 1 Bathroom. Direct Access To Garage. Interlock Front/Back Yard, Close To Schools, Parks.","Included: Ss Fridge, Stove, Dishwasher,Micowave Oven, Washer, Dryer, Window Shutters, All Elf, Cac,Cvam. Hot Water Tank Rental ,Tons Of Upgrades! Garage Door Opener With Remote.",129 Cabin Trail Cres,L4A0S7,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/5/2021,3/31/2021,12/28/2020,1/1/2021,"$1,388,000","$1,385,000","$6,761.04",Cabin Trail,108,Sld,4,100,4,1,5,45.05,5,127,Attached,None,N5071436,"Offer Presentation Fri January 1st At 2Pm, Submit By 12Pm With 48 Hrs Irrevocable, Attach Schedule B, Survey & 801 Please Email To Rita@Ritachemilian.Com. Excludes Dining Room Light Fixture And Wood Stove In Garden Shed. Seller Does Not Warrant Retrofit Status Of The Basement.","Exquisite 3400 Sq Ft Home On Extra Wide Pie Shaped Lot. 4 Spacious Bedrooms & 5 Baths. Warm & Inviting Open Floor Plan, 9 Ft On Main, 18 Ft High Ceilings In Living Rm & Separate Office. Tons Of Natural Light, Hardwood Floors & California Shutters Thru-Out. Beautiful Open Circular Staircase. Kitchen W/ Granite Counter & S/Steel Appliances. Perfect Basement In-Law Suite W/ 4-Piece Bath & Kitchen. Prof Landscaped W/ Stone, 2-Tier Deck & Garden ~ Must See!","S/S Fridge, Stove, Built-In Microwave & B/I Dishwasher. Washer & Dryer, Fridge And Stove In Basement. Backsplash, California Shutters, Electric Light Fixtures, C/Vac, C/Air, New Furnace, Garden Shed",108 Cabin Trail Cres,L4A0S7,Whitchurch-Stouffville,Apartment,Finished
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/23/2021,5/17/2021,3/18/2021,3/22/2021,"$1,450,000","$1,550,000","$6,572.66",Cabin Trail,124,Sld,4,107,4,2,5,55,5,90,Attached,None,N5157904,Offer Presentation Monday March 22nd At 6Pm. Submit By 12 Pm. Attach Disclosure & 801. Please Email To Rust_alex@Hotmail.Com Seller Does Not Warrant Retrofit Status Of Basement. Buyer/Buyer Agent To Verify Taxes And Measurements.,"Lots Of $$$ Spent On Upgrades. 4 Spacious Bedrooms, & 5 Baths. Warm & Inviting Open Floor Plan, 9 Ft Smooth Ceilings On Main W Wainscoting And Crown, 18 Ft High Ceilings In Living Rm W Custom Drapes & Separate Office. Beautiful Open Circular Staircase. Direct Access To Garage, W Interlock Front And Extra Lrg Veranda, Lrg 2 Tier Deck And Garden In Rear. Finished Basement With 6 Person Sauna, 2 Beds And Lots Of Living Space. A Must See!!","S/S Fridge, Gas Stove, B/I Dishwasher. All Window Coverings, Electric Light Fixtures, C/Vac, C/Air, Water Softener, Humidifier",124 Cabin Trail Cres,L4A0S7,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/26/2021,6/15/2021,2/19/2021,2/25/2021,"$1,488,000","$1,788,000","$6,655.95",Cam Fella,551,Sld,6,120,4,1,3,118,8,259,Built-In,None,N5121540,Hwt( Rental). 2Hr Notice For Showings. Covid Procedures In Place. Attach Sch B & 801 To Offers. Eft Deposit Option. 24 Hrs Irrev. Offers To Be Reviewed Thurs Feb 25th @7 Pm. *Contact La Prior To Offer Submission. Buyer/Ba To Verify Taxes/Msmnts.Survey Attachd.,"A Property Where Dreams Are Made! Cam Fella Estates. A Prestigious Neighbourhood Of Estate Homes In Town. An Elegant 2 Storey Brick Home On A Premium Lot. Updated Kitchen With W/O To Yard. Main Floor Laundry & Mudroom. French Doors. Formal Dining Room. Elegant Circular Staircase In Open Foyer. Engineered Hwd On Main. Fin.Bsmt W/Bedroom. Renovated Master Ensuite. Walking Distance To Main St. Nearby To 2 Go Train Stations, Shops & More. Easy Access To 404/407.","Incl: S/S Fridge,Gas Stove, M/W Rangehood, Washer,Dryer, Dishwasher, Elfs, Window Coverings, Cvac, Gdo& Remotes. Garage Access From Home. Garden Shed. *See Virtual Tour**",551 Cam Fella Blvd,L4A7H3,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/5/2021,5/26/2021,2/26/2021,3/5/2021,"$1,188,800","$1,310,000","$6,145.06",Chambersburg,66,Sld,7,110,4,,3,49.21,2,101,Attached,None,N5130177,Please Follow Covid Protocol.Pls Attach Sched B And 801. Email To Info@Teamsmart.Ca,"Amazing Opportunity To Own This Elegant Detached Home! Great Layout! Almost 3000 Sq Ft!50 Ft Premium Lot! A Desirable Quiet Street!18 Ft Cathedral Ceiling In The Living Room! 2nd Floor Landing Overlooking Living!Open Concept Dining Room! Updated Kitchen With Quartz Counter Top And Custom Backsplash!4 Bedrooms & 2nd Floor Laundry! Close To Scenic Musselman's Lake, Parks And Stouffville Conservation Area! Potential For Rent!","S/S Fridge, Stove, B/I Dishwasher, Washer, Dryer, Water Softener (Rent To Own), All Elf's, Cac, Cvac & Equipment. Garage Door Opener & 2 Remotes, Window Covering, Security System.",66 Chambersburg Way,L4A0X9,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/8/2021,4/30/2021,12/15/2020,1/8/2021,"$2,299,990","$2,025,000",$0.00,Charles,116,Sld,24,88,4,,5,54.56,4,102,Attached,None,N5065557,"Taxes Not Yet Assessed. Closing Is Flexible. Attach Sch B To Offer. Follow All Covid 19 Precautions. Offers Anytime, Email Offers Jaydon@Mycondopro.Com.","Custom Built Home At The End Of A Court. Luxurious Finishes, Approximately 3600Sq, 10 Ft Ceilings On Main Floor &Second Floor. Decorative Ceilings/Crown Moldings& Paneling Throughout. Dream Kitchen With Quartz Courter Tops & 48In Range, Walking Out To Covered Terrace.Floor To Ceiling Windows Throughout Main Floors. Heated Floors In Basement & Garage,Finished Basement With Home Theatre & Gym With 9 Ft Ceilings. To Many Luxuries To List.This Is A Must See Home!","S/S Appliances-Fridge/Freezer, B/I Diswasher,B/I Microwave,B/I Bar Fridge, Washer & Dryer, 48In Industrial Gas Range.",116 Charles St,L4A1C2,Whitchurch-Stouffville,Finished,Walk-Up
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,3/19/2021,6/30/2021,3/11/2021,3/18/2021,"$888,000","$955,000","$4,289.00",Christian Hoover,4,Sld,6,108,4,,3,28.67,2,86,Built-In,None,N5147381,Lb For Ez Showing* Offer Will Be Reviewed At 7 Pm On Thursday 3/18/2021.Please Register Before 5:00Pm,"Bright And Spacious Full Brick & Stone 4 Br Semi-Detached Home Located On A Quiet Street In Highly Desirable Community *Almost 1900 Sqf *Incredible Backyard*Big Size Kitchen With Movable Center Island * Large Breakfast Area W/O To Fully Fenced Backyard* Direct Access From Garage To The House* Newer Water-Soften. Close To Everything, Go Train, School , Library ,Shopping Etc.","Existing Ss Fridge & Stove * Hood Fan, Water Softener, S/S Fridge,S/S Stove S/S Range-Hood,S/S Dishwasher, Washer/Dryer & All Window Coverings & Elfs",4 Christian Hoover Dr,L4A0X4,Whitchurch-Stouffville,Full,
Detached,3-Storey,Whitchurch-Stouffville,Stouffville,3/15/2021,6/2/2021,3/2/2021,,"$1,099,900",,"$5,906.00",Church,14,Ter,12,,5,1,5,27,0,44,None,None,N5133803,Offers Will Be Reviewed At 7:00 Pm Tuesday March 9th. Please Register By 5:00 ~ Certified Cheque With All Offers. Please Attach Sch B And Register With Form 801. See Attachment For More Property Information. Also Co-Listed With Adam Schickedanz 647-388-9084,"High End ,One Year New In Town,New York Style 5+1 Bed Rm Victorian Brown Stone. Spectacular Roof Top Patio (360 Degrees Views) & Full One Bed Rm In-Law Suite. No Expense Spared. Open Concept Main Fl. Features Grand Fire Place , Designer Flooring, Pot Lighting Gourmet Kitchen With Quartz Counters & Island, B/I Dining Rm Cabinets W Bar Sink, Butler Pantry. Master Br W Spa Like En-Suite,W/O Balcony & W/I Closet. Close To Everything. See Attachment For More Info.","2 Fridges 2 Stoves, One B/I Oven, B/I Dishwasher, Wine Fridge ,2 Range Hoods,Washer & Dryer, 2 Gas Burners, 2 C/Air Units, 90 Gallon Hot Water Tank,Water System Triple Osmosis Filtration, Hrv System, And All Other Permanent Fixtures.",14 Church St,L4A1G5,Whitchurch-Stouffville,Finished,Full
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,1/29/2021,5/31/2021,1/25/2021,1/27/2021,"$839,000","$950,000","$4,166.76",Clarinet,23,Sld,2,113,4,,4,19.88,2,101,Attached,None,N5093596,"Offers Presented Sun Jan 31st @4Pm. Seller Reserves Right To Accept Preemptive Offer W/24 Hr Irrevoc Buyer/Buyers Agent To Verify Measurements,Taxes & All Data Offers To Tami.Antrobus@Gmail.Com *Wear Gloves & Mask As Per Builders Plan 2250 Sqft Incl. 420Sqft Fin Area In Basement","Spacious 4 Bedroom Freehold Townhouse No Maintenance Fees! Bright Main Floor Boasts 9 Ft Ceilings, Hardwood, Iron Picket Wood Staircase, Pot Lights, Open Concept Kitchen W/Granite Breakfast Bar Open To Great Room. Large Bedrooms, 2 W/Walk-In Closets, Master Has Soaker Tub/Separate Shower. Walk Out To Interlock Patio & Fenced Yard. Finished Rec Room/Nanny Suite & 4Pc Bath. Large Front Porch, Extra Long Driveway No Sidewalk. Walk To Schools, Park & Go.","All Elf's, S.S. Appliances Fridge, Stove And Dishwasher. Hood Fan, Washer & Dryer, Water Softener, Garage Door Opener & Remote, Window Treatments, Gas Burner & Equipment, Cac, Smart Thermostat, Front Door Inlets, Pot Lights, Iron Pickets",23 Clarinet Lane E,L4A4N8,Whitchurch-Stouffville,Finished,
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/2/2021,6/30/2021,1/29/2021,2/1/2021,"$859,000","$945,211","$4,195.75",Clarinet,27,Sld,3,110,3,,4,20.41,2,103,Attached,None,N5097771,"Offers Presented Mon Feb 1 Register By 4Pm Seller Reserves Right To Accept Preemptive Offer W/24Hr Irrev . Buyer/Buyers Agent To Verify Measurements,Taxes & All Data. Offers To Tami.Antrobus@Gmail.Com As Per Builders Plan 2104 Sqft Incl. 276Sqft Fin Area In Basement *Wear Mask","Shows Like A Model!! 3 Bdrm Freehold Townhouse No Maintenance Fees! Bright Main Floor Boasts 9 Ft Ceilings,18Ft In Dining Rm, Hardwood, Wood Staircase, Family Rm Open To Kitchen W/Granite, Walk Out To Patio & Fenced Yard. Bright Liv Rm, Master Has Soaker Tub/Separate Shower. Finished Rec Room Has 4Pc Bath. Front Porch, Extra Long Driveway No Sidewalk. Walk To Schools, Park & Go.","Elf's, Window Treatments, Pot Lights Main Flr, Hardwood, Fresh Paint, Central Vac, Water Softner, Wifi Garage Dr Opener & Remote, Backsplash, Granite Kit Counter, Front Door Inserts, Kit-Under Counter Lighting, Appliances, Din Rm Rosette",27 Clarinet Lane,L4A4N8,Whitchurch-Stouffville,Part Fin,
Att/Row/Twn...,3-Storey,Whitchurch-Stouffville,Stouffville,3/1/2021,6/30/2021,2/23/2021,2/28/2021,"$688,000","$830,000","$3,833.44",Cornerbank,50,Sld,5,121,2,,3,22.11,1,49,Attached,None,N5125583,"Lockbox For Easy Showings! Offer Presentation On March 8, 2021. Please Register Offer Before 6Pm & Email Offer To Kenliu704@Gmail.Com. Please Attach Sch. B, Form 801, And 5% Bank Draft With Your Offer. Seller Reserves The Right To Accept Any Pre-Emptive Offer! Thank You!","Spacious Corner Unit Freehold Townhouse With 1600+ Sq. Ft. And Over $30K Upgrades. 10 Ft Ceiling On The Main Floor With An Open Kitchen Concept And Loft-Style Windows (California Shutters). Upgraded Kitchen Area Has Quarts Counter Top, Complete Wall Backsplash And Majority Stainless Appliances! A Spacious Rooftop Terrace Provides An Outdoor Oasis W/Enticing Views. $100/Month Potl Monthly Fee.","Stainless Steel Fridge, Induction Stove, Dishwasher, Washer & Dryer, Garage Opener, Upgraded California Shutters.",50 Cornerbank Cres,L4A1X1,Whitchurch-Stouffville,None,
Att/Row/Twn...,3-Storey,Whitchurch-Stouffville,Stouffville,3/16/2021,8/1/2021,3/10/2021,3/15/2021,"$699,000","$865,000","$3,840.68",Cornerbank,30,Sld,4,124,2,1,3,27,1,49,Built-In,None,N5145903,"Offer Presentation On March 15, 2021 At 7Pm. Plz Register Offer Before 5Pm & Email Offer To Rishi@Eliteprivatewealth.Com. Attach Sch. B & 801. 5% Bank Draft With Offer. Seller Reserves The Right To Accept Any Pre-Emptive Offer! Buyer/Buyer Agent To Verify Tax, Potl,& Measurements","Luxury Geranium Built Freehold Townhome In Sought After Cardinal Point In Stouffville. This 3-Storey Interior E-N-D-Unit Features One Of The Largest Floorplan In The Uptownes Community (Over 1600Sq.Ft).10 Ft Ceilings W/Upgrd Open Concept Kitchen, Upgrd Appliances, California Shutters, Quartz Countertop, Custom Kit Cabinets, Tons Of Potlights, Upgrd Premium Laminate & Heated Tile On Main Floor! Large Rooftop Terrace With Gas Line For Bbq.","S/S Fridge, S/S Dishwasher, S/S Stove, Hood Range, Full Size Stacked Washer&Dryer, Water Softener, All Elf's & California Shutters, Gdo & Remotes. $100.00/Month Com. Element Fee & $109.90/Month Hwt/Hvac/Boiler/Furnace Rental.",30 Cornerbank Cres,L4A1X1,Whitchurch-Stouffville,None,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/29/2021,7/31/2021,3/6/2021,,"$888,000",,"$4,355.18",Coronet,30,Ter,22,,3,,4,29.86,2,100,Attached,None,N5140721,Motivated Sellers! Offers Anytime!Any/All Inquiries Contact 3rd La: Lindsey Lumsden 416-268-4869 /Lindsey@Trentaduetorres.Com. Buyer/Buyer's Agent To Verify All Information. Thank You For Showing!,"Welcome Home! This Lovely Family Sized Home Has A Spacious Floor Plan With Hardwood Throughout The Main Level. Lots Of Room For A Formal Dining Room And Living Room As Well As An Eat-In Breakfast Area. It Features3 Bed, 4 Bath And A Completely Finished Basement. Plenty Of Windows Allowing Tons Of Natural Light. Close To The Park, Basketball Courts And School. Under 5 Minutes To Both Go Stations.","S/S Stove & Hood Vent, S/S Dishwasher, S/S Fridge, Washer, Dryer, All Light Fixtures, All Window Coverings, A/C, Family Room Tv Stand, Garage Door Opener. Hwt (Rental)",30 Coronet St,L4A0X8,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/11/2021,5/26/2021,2/26/2021,3/9/2021,"$978,900","$978,900","$4,579.82",Coronet,19,Sld,11,100,4,,4,36,4,114,Attached,None,N5129842,Hwt (R) Exclude Window Coverings In Peach Bedroom & Front Bedroom. Please Attach Schedule B To All Offers. Please Allow 24 Hours Irrevocable,Don't Miss This! 4 Br 4 Bath Shows Like A Dream Great Family Neighbourhood Features 9 ' Ceilings Rich Hardwood Flrs Fresh Decor Updated Elegant Light Fixtures Gourmet Kitchen W New S/S Appliances Quartz Counters Floating Shelves Dinette W Moveable Island W Storage + W/O To Patio & Fenced Rear Yard Master Br W W-In Closet 5 Pc Ensuite Lower Level W Spacious Rec Room W Easy Care Laminate Flrs + 4 Pc Bath Ggeat Extended Family Area! Stone Drive Way + Walkway,1 1/2 Car Garage For Extra Storage Access To Garage From Home Deep Double Sink In Kitchen Elfs Grdr Open & 2 Remotes + Keypad S/S Fridge Smooth Top Stove B-In Dswsh C/A Washer Dryer Window Coverings Bathroom Mirrors,19 Coronet St,L4A0X8,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/23/2021,5/31/2021,3/18/2021,3/20/2021,"$899,900","$997,000","$4,600.00",Delbert,178,Sld,2,111,3,,3,34.12,2,85,Built-In,None,N5158407,"All Nest Products On The House Included (Nest Doorbell, Lock), Nest Thermostat (Optional), Includes Rogers Camera On The Front Door With A Display Monitor. Buyer Or Buyer's Agent To Verify All Measurements & Taxes. Please Attach Schedule ""B"" To All Offers.","Comfort-Style-Elegance All Await You Within This Absolutely Stunning-Delicately Kept And Loved, Beautiful Detached 3 Br Less Than 9 Yrs On ""Premium Ravine Lot"" In Highly Coveted Stouffville Community. Elegant Treed Area Directly Behind This House. Walking Distance To 3 Schools With Great Ratings, Close To Community Center ,Walking Distance To Rouge Hill Conservation Area. No Sidewalk No House Behind. Complete House Freshly Painted.","S/S Fridge, S/S Stove, S/S Dishwasher, Range-Hood, Washer & Dryer, Furnace With Hepa Filter, Hot Water Tank & Water Softener With Carbon Filter And Ro System (All Owned And In Warranty), All Elf's & Window Coverings, Central Vac,",178 Delbert Circ,L4A0Y7,Whitchurch-Stouffville,Full,Unfinished
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/15/2021,5/31/2021,2/25/2021,,"$949,900",,"$4,600.00",Delbert,178,Sus,17,,3,,3,34.12,2,85,Built-In,None,N5127640,"Buyer Or Buyer's Agent To Verify All Measurements & Taxes. Please Attach Schedule ""B"" To All Offers, Send Your Offers By Email To Jay@Savemaxfortune.Ca","Comfort-Style-Elegance All Await You Within This Absolutely Stunning-Delicately Kept And Loved, Beautiful Detached 3 Br Less Than 9 Yrs On ""Premium Ravine Lot"" In Highly Coveted Stouffville Community. Elegant Treed Area Directly Behind This House. Entrance From The Garage To House Close To Schools With Great Ratings Costco, Public Transport Library And Park 2nd Floor Laundry Modern Kitchen Custom Backsplash. No Sidewalk No House Behind","S/S Fridge, S/S Stove, S/S Dishwasher, Range-Hood, Washer & Dryer, Furnace, Hot Water Tank & Water Softer Carbon Filter/Ro System (Owned), All Elf's & Window Coverings, Central Vac, New Vanity In Both Upstairs Washrooms, Freshly Painted",178 Delbert Circ,L4A0Y7,Whitchurch-Stouffville,Full,Unfinished
Detached,Sidesplit 4,Whitchurch-Stouffville,Stouffville,3/10/2021,6/16/2021,3/2/2021,3/8/2021,"$998,000","$1,200,000","$4,659.53",Dorman,66,Sld,6,120,3,,4,70.75,2,93,Attached,Inground,N5133306,"Seller Will Review Offers On Monday, March 8 At 2:00Pm. Pls Register And Email La All Offers With Form 801 And Schedule B By 12:00Pm. Minimum 5% Deposit. Buyer/Agent To Verify Taxes/Measurements. Lockbox For Showings. Must Sign Covid-19 Form To Show. Please Wear Masks And Gloves","One Of A Kind 3 Bedroom Detached Home In Desirable Community Of Stouffville. Recently Renovated From Top To Bottom. Great Features Include: 70 Feet Frontage, Pot Lights, Crown Moulding, Custom Cabinetry, Engineered Hardwood Flooring. Gorgeous Kitchen Offers Stainless Steel Appliances, Marble Countertops And Backsplash. Spa -Like Bathroom Finishes. Private Backyard With In Ground Pool. Close To Main Street And Go Station. Move In And Enjoy!","Ss Fridge, Gas Stove, B/I Dishwasher, Range Hood, Washer/Dryer, Central Vacuum & Equipment, Garage Door Opener And 2 Remotes, Pool Equip, Water Softener, Water Filter Sys, Alarm Sys. All Existing Window Coverings And Elfs, Ac, Hwt (Rental)",66 Dorman Dr,L4A5Z7,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/9/2021,6/19/2021,3/8/2021,3/8/2021,"$1,299,000","$1,375,000","$5,608.83",Dorman,12,Sld,0,106,4,1,4,60,4,100,Attached,Inground,N5141477,"Fully Fin Bsmt W A 3Pce Bath, 1 Bdrm & Plank Vinyl Flring {'20}! New Powder Room, Kitchen Features Granite Counters, Backsplash, Pantry, Pot Lighting, Mouldings & Desk Area! Offer Date March 12th @6Pm, Register Before 5Pm. Seller Reserves The Right To Accept Pre-Emptive Offers.","~ Rare To The Market ~ 60 Ft Frontage W A Backyard Oasis! Incredible Salt Water In-Ground Pool W Interlock Patios, Lavish Landscaping W A Custm Cabana. New Soffits, Eaves And Downspouts, Pool Liner, Safety Cover & Wtr Softnr {'20}. Mn Flr Features An Outstanding Open Concept Floor Plan With Strip Hardwood Flooring, Imported Porcelain Tiles From Italy & Crown Mouldings Throughout! New In 2018 -Roof, A/C, Insulated Garage Dr & Pool Heater. Mature Neighbourhood!","Stainles Stl Double French Dr Fridge, Flat Top Stove With Dbl Oven {'18}, Canopy Hood Vnt & Bosch D/W{'20}. Frt Ldng Wshr & Dyr {'17}, Upgrd Elec Lt Fixtrs, Wind Cvrngs & Cvac. Hwt Rental {'19} * Walkng Dist To Main St Stouffville,Quiet St!",12 Dorman Dr,L4A6A2,Whitchurch-Stouffville,Finished,
